account_id,customer_name,account_type,branch,transaction_type,transaction_amount,account_balance,currency
ACC02445,William Johnson,Current,Philadelphia,Credit,235.25999999999999,29130.68,GBP
ACC02446,Ryan Schultz,Recurring Deposit,Phoenix,Debit,2883.6999999999998,13516.1,EUR
ACC02447,Paula Duncan,Fixed Deposit,Chicago,Debit,4692.8500000000004,44594.360000000001,USD
ACC02448,Elizabeth Clay,Recurring Deposit,San Antonio,Debit,983.57000000000005,63877.75,JPY
ACC02449,Michael Henry,Current,Philadelphia,Debit,458.13,13080.75,JPY
ACC02450,Michael King,Savings,Los Angeles,Debit,3270.79,94714.899999999994,GBP
ACC02451,James Carson,Recurring Deposit,San Antonio,Credit,4240.4200000000001,5967.3400000000001,EUR
ACC02452,Jessica Ingram,Fixed Deposit,Los Angeles,Debit,2097.8899999999999,83150.490000000005,GBP
ACC02453,Tyler Oliver,Recurring Deposit,San Antonio,Debit,2781.3600000000001,18921.419999999998,GBP
ACC02454,Haley Hill,Savings,Chicago,Credit,400.82999999999998,57647.730000000003,GBP
ACC02455,Jillian Duke,Savings,San Antonio,Credit,2729.8800000000001,91032.610000000001,JPY
ACC02456,Richard Hunter,Current,San Antonio,Credit,3654.9899999999998,58037.889999999999,EUR
ACC02457,Taylor English,Current,Chicago,Debit,558.75,95140.380000000005,INR
ACC02458,Frances Robinson,Current,Houston,Debit,1023.76,43199.349999999999,INR
ACC02459,Thomas Colon,Current,Los Angeles,Debit,3637.9099999999999,49853.120000000003,USD
ACC02460,Beth Thomas,Current,Chicago,Credit,4532.1000000000004,92512.899999999994,EUR
ACC02461,William Sutton,Recurring Deposit,Philadelphia,Debit,2820.3899999999999,52444.779999999999,USD
ACC02462,Amy Gonzalez,Current,Philadelphia,Credit,1373.9200000000001,6780.9099999999999,INR
ACC02463,Brittany Romero,Savings,Chicago,Credit,4105.4099999999999,13053.73,EUR
ACC02464,Kathleen Schroeder,Current,Chicago,Credit,4502.7399999999998,18118.490000000002,JPY
ACC02465,Lawrence Murray,Fixed Deposit,Chicago,Debit,672.92999999999995,13238.76,USD
ACC02466,Catherine Williams,Recurring Deposit,San Antonio,Credit,104.39,67821.690000000002,JPY
ACC02467,Clayton Rodriguez,Fixed Deposit,San Diego,Credit,1160.5899999999999,38318.919999999998,USD
ACC02468,Brandy Harris,Current,Houston,Debit,1165.0699999999999,97567.869999999995,JPY
ACC02469,Michelle Dixon,Savings,Houston,Credit,2495.3000000000002,19937.509999999998,JPY
ACC02470,Rachel Butler,Savings,Houston,Credit,4025.5700000000002,46201.860000000001,INR
ACC02471,Thomas Davis,Savings,New York,Credit,1876.0899999999999,55020.300000000003,GBP
ACC02472,Phillip Wilson,Fixed Deposit,Los Angeles,Debit,1473.3599999999999,76648.460000000006,JPY
ACC02473,Melissa Cole,Savings,Phoenix,Credit,600.09000000000003,88538.419999999998,EUR
ACC02474,Michael Lewis,Recurring Deposit,Philadelphia,Credit,4456.0200000000004,8547.6399999999994,USD
ACC02475,Kimberly Mcbride,Recurring Deposit,San Diego,Credit,2181.6599999999999,54956.540000000001,EUR
ACC02476,Jordan Hanna,Recurring Deposit,Philadelphia,Credit,3540.9299999999998,67212.25,USD
ACC02477,Sophia Reed,Savings,Chicago,Credit,3610.2199999999998,95959.410000000003,EUR
ACC02478,Richard Hayes,Savings,Chicago,Debit,4426.8900000000003,68975.210000000006,GBP
ACC02479,Michael Garza,Recurring Deposit,New York,Credit,4999.4499999999998,3392.0900000000001,EUR
ACC02480,Jeffery Waller,Recurring Deposit,San Diego,Credit,1326.74,3966.8499999999999,EUR
ACC02481,Thomas Trevino,Current,Houston,Credit,4213.0100000000002,44223.129999999997,INR
ACC02482,David Sullivan,Current,Philadelphia,Credit,575.23000000000002,9998.3799999999992,GBP
ACC02483,Miguel Browning,Fixed Deposit,Chicago,Debit,2344.8800000000001,62381.480000000003,GBP
ACC02484,Michael Graham,Recurring Deposit,San Antonio,Credit,4976.2700000000004,57412.5,GBP
ACC02485,Cody Spencer,Current,Phoenix,Credit,3647.3800000000001,10243.02,JPY
ACC02486,Caroline May,Recurring Deposit,Philadelphia,Credit,3134.77,41514.610000000001,INR
ACC02487,Sarah Parsons,Recurring Deposit,Chicago,Credit,4966.5600000000004,67307.789999999994,JPY
ACC02488,Jenny Carroll,Savings,San Diego,Debit,4945.3400000000001,95980.350000000006,INR
ACC02489,Amanda Summers,Current,Chicago,Debit,2971.0999999999999,46217.349999999999,GBP
ACC02490,Ashley Peterson,Savings,Chicago,Credit,2456.0999999999999,8747.4400000000005,USD
ACC02491,Sergio Davis,Savings,Phoenix,Debit,781.90999999999997,4430.8900000000003,EUR
ACC02492,Sherri Gregory MD,Recurring Deposit,San Diego,Debit,773.55999999999995,63707.290000000001,INR
ACC02493,Emily Durham,Savings,Houston,Credit,2498.52,52864.230000000003,USD
ACC02494,Kimberly Mitchell,Savings,Philadelphia,Debit,625.11000000000001,54814.629999999997,GBP
ACC02495,Michelle Harrell,Recurring Deposit,Houston,Credit,3596.4000000000001,63759.879999999997,GBP
ACC02496,Danny Delgado,Fixed Deposit,San Diego,Credit,3912.1999999999998,21228.389999999999,INR
ACC02497,Gerald Owens,Recurring Deposit,Philadelphia,Debit,4201.8599999999997,48529.059999999998,GBP
ACC02498,David Ford,Savings,Los Angeles,Credit,4673.4499999999998,37352.739999999998,JPY
ACC02499,Andrew Scott,Current,Los Angeles,Credit,1448.1600000000001,48270.830000000002,EUR
ACC02500,Brittany Rowland,Current,New York,Debit,583.54999999999995,91835.550000000003,JPY
ACC02501,Nancy Brown,Fixed Deposit,Los Angeles,Credit,4287.3500000000004,76974,EUR
ACC02502,Kelly Combs,Recurring Deposit,San Diego,Debit,3269.9499999999998,52764.720000000001,EUR
ACC02503,James Cantu,Savings,San Antonio,Credit,823.94000000000005,59460.160000000003,EUR
ACC02504,Elizabeth Farmer,Recurring Deposit,San Diego,Credit,1549.8599999999999,28527.27,EUR
ACC02505,Jessica Grant,Savings,New York,Debit,2791.1100000000001,34929.730000000003,GBP
ACC02506,Cole Johnson,Savings,San Antonio,Credit,229.34999999999999,43423.050000000003,USD
ACC02507,Yvette Arellano,Current,New York,Credit,1453.1300000000001,66337.279999999999,USD
ACC02508,Sharon Farmer,Savings,Phoenix,Credit,3725.5700000000002,561.25,USD
ACC02509,Kelsey Gill,Current,Houston,Debit,3722.3400000000001,95544.940000000002,INR
ACC02510,Karen Little,Recurring Deposit,San Antonio,Debit,2162.9699999999998,6842.6700000000001,INR
ACC02511,Richard Cross,Recurring Deposit,Los Angeles,Credit,4311.5799999999999,99109.869999999995,JPY
ACC02512,Michael Phillips,Fixed Deposit,Phoenix,Debit,1355.1900000000001,79036.419999999998,EUR
ACC02513,Jacob Jones,Recurring Deposit,Philadelphia,Credit,3322.46,4784.8500000000004,USD
ACC02514,Joseph Wright,Current,Chicago,Debit,42.270000000000003,5596.1999999999998,USD
ACC02515,Caroline Herman,Fixed Deposit,Phoenix,Credit,3950.3800000000001,36205.199999999997,JPY
ACC02516,Marisa Kelly,Recurring Deposit,Chicago,Debit,4810.7600000000002,19118.389999999999,EUR
ACC02517,Bradley Reid,Current,Chicago,Credit,2656.9200000000001,52605.75,EUR
ACC02518,Ashley Smith,Recurring Deposit,Los Angeles,Credit,3085,33731.410000000003,EUR
ACC02519,John James,Savings,Philadelphia,Credit,4948.1599999999999,13241.219999999999,JPY
ACC02520,Alan Wright,Fixed Deposit,Los Angeles,Credit,3108.0500000000002,99845.169999999998,GBP
ACC02521,Michael Harrison,Fixed Deposit,Phoenix,Credit,4469.5900000000001,88662.360000000001,JPY
ACC02522,Dr. Barry Fuller,Fixed Deposit,San Antonio,Debit,172.86000000000001,6655.1099999999997,JPY
ACC02523,Kenneth Parks,Fixed Deposit,Houston,Debit,3658.48,38131.550000000003,EUR
ACC02524,Kimberly Watson,Savings,New York,Debit,3580.25,15588.540000000001,USD
ACC02525,Tammy Simpson,Recurring Deposit,Los Angeles,Credit,4181.3400000000001,88993.009999999995,GBP
ACC02526,Brianna Johnson,Fixed Deposit,San Antonio,Debit,3317.5599999999999,35046.989999999998,INR
ACC02527,Taylor Morgan,Fixed Deposit,Chicago,Debit,520.54999999999995,37575.760000000002,EUR
ACC02528,Christopher Evans,Current,New York,Debit,474.56999999999999,30777.009999999998,GBP
ACC02529,Lisa Aguilar,Current,Houston,Debit,110.18000000000001,94191.759999999995,USD
ACC02530,Stephanie Williams,Fixed Deposit,Chicago,Debit,1052.24,76765.820000000007,EUR
ACC02531,Dr. Jacob Vasquez,Current,Houston,Credit,4943.1300000000001,62211.080000000002,JPY
ACC02532,Janet Sanchez,Savings,Philadelphia,Credit,2837.7199999999998,1899,JPY
ACC02533,Gina Thomas,Recurring Deposit,Houston,Credit,2436.1199999999999,20301.630000000001,GBP
ACC02534,David Garcia,Recurring Deposit,San Antonio,Credit,4860.9499999999998,77064.279999999999,USD
ACC02535,Samantha Fritz,Recurring Deposit,San Diego,Debit,3770.1100000000001,81219.740000000005,JPY
ACC02536,Cathy Stewart,Current,Philadelphia,Debit,608.87,21899.849999999999,EUR
ACC02537,Devon Hopkins,Fixed Deposit,Phoenix,Credit,4091.3600000000001,63128.07,USD
ACC02538,Stephanie Simmons,Savings,Chicago,Credit,1204.03,54934.040000000001,USD
ACC02539,David King DDS,Savings,Philadelphia,Credit,2259.6999999999998,53606.769999999997,GBP
ACC02540,Jonathan Martinez,Fixed Deposit,Houston,Debit,4613.9099999999999,47147.019999999997,GBP
ACC02541,Stephanie Howell,Savings,Phoenix,Debit,420.38,87282.210000000006,USD
ACC02542,Jennifer Wade,Recurring Deposit,Houston,Debit,2085.3699999999999,21938.93,EUR
ACC02543,Jessica Weaver,Savings,New York,Debit,947.74000000000001,9712.6299999999992,GBP
ACC02544,Casey Anderson,Recurring Deposit,Phoenix,Credit,2025.74,2158.6900000000001,GBP
ACC02545,Angela Kaufman,Fixed Deposit,San Antonio,Debit,2411.3299999999999,4465.1300000000001,INR
ACC02546,Jennifer Baker,Fixed Deposit,New York,Credit,4968.2299999999996,18131.639999999999,JPY
ACC02547,Felicia Williams,Recurring Deposit,San Diego,Credit,4683.9700000000003,4274.7200000000003,EUR
ACC02548,Ana Miller,Recurring Deposit,New York,Debit,3327.8600000000001,82573.399999999994,JPY
ACC02549,Anna Wilson,Recurring Deposit,Los Angeles,Credit,3058.5300000000002,23678.689999999999,JPY
ACC02550,Wayne Hawkins,Current,San Diego,Debit,3998.3899999999999,5528.7799999999997,JPY
ACC02551,Todd Hamilton,Current,Chicago,Debit,1368.6700000000001,63991.629999999997,INR
ACC02552,Justin Stevens,Current,Los Angeles,Debit,266.30000000000001,30299.970000000001,EUR
ACC02553,Victoria Lane,Current,Houston,Credit,2455.52,22609.459999999999,INR
ACC02554,Amber Stephens,Current,Los Angeles,Credit,2439.0500000000002,28888.75,INR
ACC02555,Jeffrey Flowers,Recurring Deposit,San Antonio,Debit,3504.6300000000001,84945.25,GBP
ACC02556,Courtney Little,Recurring Deposit,Los Angeles,Credit,1545.53,74952.100000000006,INR
ACC02557,Zachary Jones,Current,Phoenix,Credit,2386.2800000000002,18504.82,USD
ACC02558,Kimberly Anderson,Savings,Philadelphia,Debit,2910.0100000000002,67858.630000000005,EUR
ACC02559,Mark Turner,Savings,Phoenix,Debit,3060.9099999999999,14456.370000000001,JPY
ACC02560,Keith Green,Savings,Philadelphia,Credit,3077.54,5960.6700000000001,INR
ACC02561,Sherry Miller,Recurring Deposit,San Diego,Debit,4632.6000000000004,31107.07,EUR
ACC02562,Tammy Baird,Current,Phoenix,Debit,3208.4400000000001,92452.229999999996,GBP
ACC02563,Dustin Bell,Current,San Diego,Debit,750.76999999999998,55699.900000000001,USD
ACC02564,Chase George,Recurring Deposit,Houston,Credit,3395.9099999999999,70900.059999999998,GBP
ACC02565,Amanda Banks,Savings,Phoenix,Debit,210.52000000000001,34168.029999999999,JPY
ACC02566,Amy Rodriguez,Fixed Deposit,Los Angeles,Credit,1918.3800000000001,79713.559999999998,GBP
ACC02567,Brian Phillips,Recurring Deposit,Houston,Credit,4164.9300000000003,82956.020000000004,JPY
ACC02568,James Fisher,Fixed Deposit,Houston,Credit,4716.0200000000004,80350.720000000001,EUR
ACC02569,Brandon Roth,Savings,San Antonio,Debit,3738,10070.879999999999,INR
ACC02570,Mark Lewis,Fixed Deposit,San Diego,Debit,4151.7799999999997,42450.959999999999,JPY
ACC02571,Danielle Cunningham,Savings,Houston,Debit,2007.99,96085.490000000005,GBP
ACC02572,Adrian Vasquez,Current,Philadelphia,Debit,883.74000000000001,10240.92,INR
ACC02573,Scott Krause,Current,Phoenix,Debit,3799.6900000000001,72710.779999999999,EUR
ACC02574,Alyssa Jimenez,Recurring Deposit,Philadelphia,Credit,1041.9200000000001,31950.299999999999,GBP
ACC02575,Crystal Garcia,Fixed Deposit,Philadelphia,Debit,1553.5699999999999,85749.449999999997,INR
ACC02576,Curtis Howard,Savings,Los Angeles,Credit,1296.27,2017.6099999999999,JPY
ACC02577,Michael Taylor,Current,Chicago,Credit,4077.1100000000001,3838.2199999999998,JPY
ACC02578,Susan Wright,Savings,Philadelphia,Credit,56.170000000000002,9034.4400000000005,USD
ACC02579,Nicholas Stephens,Fixed Deposit,New York,Debit,1244.9200000000001,63071.779999999999,USD
ACC02580,Brandi Waller,Current,San Diego,Credit,737.08000000000004,89000.720000000001,INR
ACC02581,Andrew Moore,Savings,San Antonio,Debit,2832.54,8011.8000000000002,JPY
ACC02582,James Davis,Current,Houston,Credit,730.64999999999998,69424.919999999998,JPY
ACC02583,Kristen Brown,Savings,New York,Credit,4074.1900000000001,87654.100000000006,INR
ACC02584,Brianna Robertson,Current,Philadelphia,Credit,4288.75,71310.889999999999,INR
ACC02585,Joshua Smith,Fixed Deposit,Chicago,Credit,4635.6800000000003,39690.239999999998,GBP
ACC02586,Craig Perez,Recurring Deposit,San Antonio,Debit,1998.28,5954.2700000000004,JPY
ACC02587,Steve Brown,Fixed Deposit,Houston,Credit,2524.9400000000001,15883.73,JPY
ACC02588,Robert Mccormick,Recurring Deposit,Philadelphia,Debit,2174.1599999999999,9999.9500000000007,USD
ACC02589,John Thomas,Fixed Deposit,San Antonio,Debit,4575.3599999999997,56896.300000000003,JPY
ACC02590,Ms. Anne Colon,Savings,Houston,Credit,4011.71,85804.990000000005,USD
ACC02591,Shelby Martin,Savings,San Diego,Credit,4075.3400000000001,65428.839999999997,USD
ACC02592,Ricky Robertson,Savings,Phoenix,Debit,2542.8400000000001,77261.410000000003,JPY
ACC02593,Maureen Mcbride,Current,San Diego,Credit,4053.96,58121.419999999998,USD
ACC02594,Andrew Phillips,Recurring Deposit,Los Angeles,Debit,1650.4000000000001,14614.25,INR
ACC02595,Sabrina Baird,Savings,Chicago,Credit,2693.5999999999999,74072.190000000002,USD
ACC02596,Amanda Fritz,Fixed Deposit,San Antonio,Credit,3949.0900000000001,21674.52,USD
ACC02597,Rachel Gonzalez,Savings,Los Angeles,Debit,296.68000000000001,39419.370000000003,EUR
ACC02598,Jacqueline Lewis,Fixed Deposit,Los Angeles,Debit,615.34000000000003,63218.300000000003,JPY
ACC02599,Taylor Walker,Fixed Deposit,San Antonio,Debit,706.04999999999995,65411.529999999999,EUR
ACC02600,Leslie Moore,Recurring Deposit,New York,Credit,1474.9400000000001,25902.57,JPY
ACC02601,Angela Henderson,Savings,San Antonio,Credit,4275.4300000000003,5678.0200000000004,GBP
ACC02602,Danielle Wood,Recurring Deposit,Philadelphia,Credit,3088.8000000000002,83876.690000000002,GBP
ACC02603,Vicki Thomas,Recurring Deposit,Chicago,Debit,4314.0699999999997,20385.310000000001,JPY
ACC02604,Mr. William Bell,Fixed Deposit,San Antonio,Credit,3749.9699999999998,26851.259999999998,JPY
ACC02605,Christina Johnson,Recurring Deposit,Chicago,Credit,907.02999999999997,46251.580000000002,GBP
ACC02606,Megan Silva,Savings,San Diego,Debit,586.22000000000003,77944.449999999997,USD
ACC02607,Kristin Harmon,Recurring Deposit,Houston,Debit,2092.9099999999999,45112.970000000001,INR
ACC02608,Rachel Diaz,Savings,San Antonio,Credit,3151.75,56475.540000000001,EUR
ACC02609,Robert Dixon,Savings,Phoenix,Debit,2566.9099999999999,97887.339999999997,GBP
ACC02610,Deborah Marsh,Current,San Antonio,Credit,452.25,5376.1999999999998,GBP
ACC02611,Andrew Gomez,Recurring Deposit,Chicago,Debit,763.24000000000001,81758.589999999997,EUR
ACC02612,Melissa Patterson,Current,Los Angeles,Credit,1051.6300000000001,35943.900000000001,INR
ACC02613,Anthony Crane,Current,San Antonio,Credit,614.33000000000004,84357.240000000005,USD
ACC02614,Keith Donaldson,Current,Los Angeles,Credit,2059.4499999999998,29250.48,JPY
ACC02615,Steven Monroe,Recurring Deposit,San Antonio,Credit,2635.1999999999998,60049.589999999997,GBP
ACC02616,Amanda Webster,Recurring Deposit,Philadelphia,Debit,2637.6799999999998,44729.190000000002,USD
ACC02617,Lori Armstrong,Savings,Chicago,Debit,3514.3699999999999,6995.54,INR
ACC02618,Anne Vincent,Fixed Deposit,San Antonio,Credit,667.69000000000005,57518.610000000001,GBP
ACC02619,Joseph Daugherty,Fixed Deposit,San Antonio,Debit,3516.9499999999998,39554.190000000002,JPY
ACC02620,Nancy Lopez,Current,Los Angeles,Debit,45.689999999999998,5095.6099999999997,USD
ACC02621,Richard Mullen,Recurring Deposit,Phoenix,Credit,2346.8499999999999,58443.519999999997,EUR
ACC02622,Craig Richards,Recurring Deposit,Chicago,Credit,4870.8900000000003,7832.9200000000001,GBP
ACC02623,Miguel Johnson,Savings,San Antonio,Debit,3298.23,49697.459999999999,JPY
ACC02624,Kristen Lindsey,Fixed Deposit,Philadelphia,Credit,449.02999999999997,50446.160000000003,INR
ACC02625,Anne Thomas,Fixed Deposit,Houston,Debit,4643.0100000000002,52211.07,JPY
ACC02626,Joshua Saunders PhD,Current,Houston,Debit,2855.04,36699.699999999997,USD
ACC02627,Kathryn Goodman,Recurring Deposit,Philadelphia,Credit,3495.48,11191.799999999999,JPY
ACC02628,Taylor Bryant,Recurring Deposit,San Antonio,Debit,1827.95,55614.739999999998,USD
ACC02629,Ana Salazar,Savings,Phoenix,Debit,1590.8699999999999,15053.59,INR
ACC02630,David Neal,Recurring Deposit,Phoenix,Credit,276.63999999999999,10660.620000000001,JPY
ACC02631,Erik Larsen,Current,Los Angeles,Credit,3555.0900000000001,3396,EUR
ACC02632,Amy Anderson,Savings,Houston,Credit,1092.49,39740.959999999999,USD
ACC02633,Jesse Williams,Current,Chicago,Credit,1782.5,87858.919999999998,EUR
ACC02634,Angel Allen,Fixed Deposit,Phoenix,Debit,3284.0700000000002,9088.1399999999994,GBP
ACC02635,Jennifer Brooks,Recurring Deposit,San Antonio,Debit,316.35000000000002,50977.540000000001,EUR
ACC02636,Sarah Valenzuela,Fixed Deposit,Chicago,Debit,2513.0500000000002,53651.110000000001,EUR
ACC02637,Jeremy Sandoval,Savings,Los Angeles,Credit,2595.6199999999999,73084.360000000001,JPY
ACC02638,Jimmy Cooper,Savings,New York,Debit,3252.6700000000001,76241.479999999996,JPY
ACC02639,David Blevins,Recurring Deposit,Chicago,Debit,4420.6000000000004,44522.050000000003,USD
ACC02640,Lisa Hopkins,Fixed Deposit,Phoenix,Credit,4004.3800000000001,20526.27,JPY
ACC02641,Beverly Smith,Recurring Deposit,Chicago,Debit,3834.1300000000001,33773.550000000003,USD
ACC02642,Jason Phelps,Current,New York,Debit,2063.8699999999999,83987.460000000006,INR
ACC02643,Brittany Moore,Fixed Deposit,Los Angeles,Credit,2555.4499999999998,52199.709999999999,INR
ACC02644,Dana Wagner MD,Recurring Deposit,Los Angeles,Debit,2522.6199999999999,70571.850000000006,INR
ACC02645,Becky Mitchell,Recurring Deposit,Phoenix,Credit,3106.4000000000001,41585.970000000001,GBP
ACC02646,Ryan Johnson,Current,Houston,Debit,3313.1999999999998,62711.5,EUR
ACC02647,Lisa Clark,Savings,Los Angeles,Debit,2962.2600000000002,31450.740000000002,INR
ACC02648,Joseph Chan,Recurring Deposit,Los Angeles,Debit,42.600000000000001,1821.6099999999999,USD
ACC02649,Cody Ramirez,Recurring Deposit,Los Angeles,Debit,443.69999999999999,39480.110000000001,INR
ACC02650,Mark Thompson,Current,New York,Debit,3346.3400000000001,89744.669999999998,EUR
ACC02651,Steven Russo,Fixed Deposit,Chicago,Credit,410.73000000000002,82163.190000000002,GBP
ACC02652,Jennifer Espinoza,Current,San Diego,Credit,2017.6300000000001,74986.770000000004,USD
ACC02653,Dylan Lamb,Fixed Deposit,Los Angeles,Debit,3127.0799999999999,23382.529999999999,INR
ACC02654,Michelle Smith,Savings,Phoenix,Debit,1981.1900000000001,57820.550000000003,EUR
ACC02655,Melinda Martinez,Fixed Deposit,New York,Credit,4671.8000000000002,22815.16,EUR
ACC02656,Joshua Taylor,Savings,New York,Credit,725.74000000000001,72385.300000000003,INR
ACC02657,Stephen Cooper,Savings,New York,Credit,555.11000000000001,99133,INR
ACC02658,Kimberly Newton,Current,New York,Credit,1396.5,74920.660000000003,INR
ACC02659,Emily Fisher,Savings,Chicago,Credit,4444.0500000000002,39475.93,INR
ACC02660,Gina Moss,Current,Chicago,Credit,3686.8099999999999,13068.549999999999,EUR
ACC02661,James Sherman,Fixed Deposit,Los Angeles,Credit,4768.4799999999996,95170.25,EUR
ACC02662,Michael Becker,Savings,Phoenix,Debit,4279.7200000000003,19347.049999999999,USD
ACC02663,Kaitlyn Williamson,Current,New York,Debit,3220.77,73385.350000000006,GBP
ACC02664,Jennifer Bird DDS,Recurring Deposit,San Diego,Debit,156.69,85567.029999999999,INR
ACC02665,Jacqueline Johnston,Current,New York,Credit,3379.8600000000001,42822.339999999997,JPY
ACC02666,Brittney Martin,Savings,San Antonio,Credit,512.00999999999999,43540.669999999998,INR
ACC02667,James Cabrera,Recurring Deposit,San Diego,Debit,94.25,53791.550000000003,JPY
ACC02668,Ryan Anderson,Current,Los Angeles,Debit,883.61000000000001,31658.98,GBP
ACC02669,Laura Schmidt,Fixed Deposit,Chicago,Debit,2142.4200000000001,91200.039999999994,JPY
ACC02670,Larry Hughes DDS,Fixed Deposit,New York,Credit,2468.48,54557.910000000003,GBP
ACC02671,Patricia Mays,Fixed Deposit,Phoenix,Credit,1457.52,52133.690000000002,USD
ACC02672,Christina King,Recurring Deposit,Los Angeles,Debit,3022.98,90372.179999999993,JPY
ACC02673,Lauren Marshall,Savings,Houston,Debit,1310.6700000000001,9192.5400000000009,INR
ACC02674,Robert Carter,Fixed Deposit,Chicago,Credit,235.25,75110.470000000001,EUR
ACC02675,Scott Manning,Fixed Deposit,Chicago,Credit,4545.5500000000002,62823.849999999999,EUR
ACC02676,Rebecca Jimenez,Savings,New York,Debit,1628.1199999999999,90979.279999999999,USD
ACC02677,Patrick Dominguez,Savings,Phoenix,Debit,4336.5200000000004,60379.309999999998,GBP
ACC02678,Walter Carlson,Fixed Deposit,Los Angeles,Credit,4999.79,43785.589999999997,JPY
ACC02679,Troy Brady,Recurring Deposit,Phoenix,Credit,4361.0200000000004,64322.230000000003,EUR
ACC02680,George Wallace,Savings,San Diego,Debit,3411.5900000000001,18363.919999999998,GBP
ACC02681,Clinton Gallegos,Recurring Deposit,Phoenix,Credit,3098.0700000000002,90170.929999999993,JPY
ACC02682,Samantha Alvarez,Current,San Diego,Credit,2647.8000000000002,71725.320000000007,GBP
ACC02683,Kathleen Jones,Savings,Houston,Credit,2010.7,86144.619999999995,EUR
ACC02684,Nancy Wise,Recurring Deposit,Los Angeles,Credit,630.41999999999996,97182.130000000005,EUR
ACC02685,Zachary Terry,Fixed Deposit,Houston,Debit,520.97000000000003,84034.910000000003,EUR
ACC02686,Jeremy Simmons,Recurring Deposit,New York,Debit,1150,77967.820000000007,EUR
ACC02687,Kyle Dawson,Recurring Deposit,Phoenix,Debit,65.25,4545.8199999999997,INR
ACC02688,Heather Garcia MD,Current,Phoenix,Credit,3286.8400000000001,37591.559999999998,EUR
ACC02689,Earl Robinson,Fixed Deposit,Phoenix,Credit,409.97000000000003,19565.880000000001,EUR
ACC02690,Amy Morse,Current,San Diego,Debit,2131.75,79177.169999999998,JPY
ACC02691,Angela Ryan,Fixed Deposit,Philadelphia,Credit,4913.6099999999997,96945.25,GBP
ACC02692,Arthur Davis,Savings,San Diego,Debit,1129.45,74956.860000000001,INR
ACC02693,Jeffrey James,Current,San Diego,Credit,57.619999999999997,8561.8700000000008,GBP
ACC02694,Megan Morgan,Current,Chicago,Debit,2833.0999999999999,68205.529999999999,EUR
ACC02695,Benjamin Hooper,Savings,Philadelphia,Debit,591.59000000000003,51431.699999999997,EUR
ACC02696,William Williams,Fixed Deposit,Philadelphia,Credit,3647.9400000000001,92186.860000000001,JPY
ACC02697,Heather Smith,Recurring Deposit,Chicago,Debit,669.24000000000001,72212.320000000007,GBP
ACC02698,Natasha Tucker,Recurring Deposit,San Antonio,Debit,2274.2800000000002,85337.559999999998,JPY
ACC02699,Pamela Butler,Fixed Deposit,Philadelphia,Debit,1080.71,30541.110000000001,USD
ACC02700,Sarah Robinson,Current,San Diego,Credit,3780.77,57251.690000000002,GBP
ACC02701,Austin Yates,Recurring Deposit,Chicago,Credit,4330.7200000000003,2948.5999999999999,JPY
ACC02702,Sandra Holloway,Recurring Deposit,Philadelphia,Debit,3166.73,20786.099999999999,JPY
ACC02703,Dylan Carter,Current,Philadelphia,Credit,2486.0700000000002,31631.439999999999,INR
ACC02704,Erica Davis,Current,New York,Debit,1048.73,17478.349999999999,USD
ACC02705,Brian Miller,Recurring Deposit,Phoenix,Debit,2035.0699999999999,91443.240000000005,JPY
ACC02706,Sarah Harris,Fixed Deposit,Philadelphia,Debit,1779.4000000000001,81102.330000000002,INR
ACC02707,Daniel Spencer,Recurring Deposit,New York,Credit,1579.5,67316.100000000006,EUR
ACC02708,Timothy James,Savings,San Antonio,Debit,4383.96,85104.509999999995,USD
ACC02709,Bradley Roberson,Fixed Deposit,San Diego,Debit,603.25,8702.4699999999993,USD
ACC02710,Anthony Sanchez,Current,New York,Debit,990.99000000000001,73287.089999999997,GBP
ACC02711,Christine Harvey,Recurring Deposit,Phoenix,Credit,3162.6100000000001,66232.529999999999,EUR
ACC02712,Donna Arnold,Current,New York,Credit,1488.8699999999999,29034.639999999999,GBP
ACC02713,Brian Parrish,Savings,New York,Debit,2949.6900000000001,81373.509999999995,INR
ACC02714,Mary Davis,Savings,Houston,Credit,3164.3299999999999,69213.559999999998,EUR
ACC02715,Tyrone Jimenez,Current,San Diego,Credit,2068.75,24649.040000000001,USD
ACC02716,Jessica Williams,Savings,Houston,Debit,1543.27,37523.809999999998,JPY
ACC02717,Thomas Salas,Recurring Deposit,Philadelphia,Credit,1754.6800000000001,3888.6300000000001,USD
ACC02718,Emily Smith,Current,Houston,Credit,1438.23,6560.4300000000003,EUR
ACC02719,Darren Thomas,Savings,Chicago,Debit,2659.5599999999999,90595.979999999996,USD
ACC02720,Mia Arnold,Fixed Deposit,Chicago,Debit,3333.2800000000002,42594.75,EUR
ACC02721,Nathan Gordon,Savings,San Diego,Credit,458.93000000000001,75529.710000000006,JPY
ACC02722,Melissa Johnson,Savings,San Diego,Credit,1295.5699999999999,2250.8299999999999,INR
ACC02723,Cathy Bennett,Fixed Deposit,Houston,Credit,2963.6500000000001,48346.050000000003,INR
ACC02724,Charles Callahan,Current,Philadelphia,Debit,512.47000000000003,33287.589999999997,GBP
ACC02725,Sabrina Jenkins,Fixed Deposit,Los Angeles,Credit,2900.21,31276.73,JPY
ACC02726,Kevin Perez,Recurring Deposit,New York,Credit,3852.9899999999998,68159.559999999998,EUR
ACC02727,Michael Adams,Savings,Phoenix,Credit,3473.8600000000001,72272.350000000006,GBP
