account_id,customer_name,account_type,branch,transaction_type,transaction_amount,account_balance,currency,transaction_date,year,month,month_name,day,weekday,transaction_direction,transaction_category,net_amount
ACC01362,Thomas Carter,Savings,Phoenix,Credit,1356.1,11262.61,JPY,2023-08-26,2023,8,August,26,Saturday,Inflow,Transfer,1043.15
ACC01363,Harold Caldwell,Savings,Houston,Debit,1801.31,68753.07,GBP,2022-12-19,2022,12,December,19,Monday,Outflow,Bills,-1801.31
ACC01364,Allison Hamilton,Savings,San Diego,Debit,3648.65,99376.37,JPY,2023-05-29,2023,5,May,29,Monday,Outflow,Shopping,-3648.65
ACC01365,Lisa Campbell,Savings,San Diego,Debit,1536.24,92390.25,INR,2022-07-24,2022,7,July,24,Sunday,Outflow,Food,-1181.72
ACC01366,Rebecca Ortiz,Fixed Deposit,Houston,Credit,2629.24,99176.55,GBP,2023-01-19,2023,1,January,19,Thursday,Inflow,Shopping,2629.24
ACC01367,Chris Williamson,Savings,Phoenix,Debit,1917.94,31293.21,USD,2022-11-21,2022,11,November,21,Monday,Outflow,Bills,-1917.94
ACC01368,Stephen Roberts,Current,Philadelphia,Debit,4055.82,89587.06,EUR,2022-03-11,2022,3,March,11,Friday,Outflow,Food,-4055.82
ACC01369,Melissa Parker,Savings,Phoenix,Credit,1237.66,40569.86,USD,2023-07-16,2023,7,July,16,Sunday,Inflow,Shopping,952.05
ACC01370,Olivia Cox,Recurring Deposit,Phoenix,Credit,488.42,59433.78,JPY,2022-06-25,2022,6,June,25,Saturday,Inflow,Shopping,375.71
ACC01371,Darlene Edwards,Recurring Deposit,San Diego,Debit,1134.81,20518.45,GBP,2023-05-26,2023,5,May,26,Friday,Outflow,Shopping,-1134.81
ACC01372,Jennifer Watkins,Current,Phoenix,Credit,6201.31,7118.76,GBP,2023-12-22,2023,12,December,22,Friday,Inflow,Food,6201.31
ACC01373,Kyle Mendez,Current,Chicago,Debit,7660.11,69207.37,JPY,2023-01-28,2023,1,January,28,Saturday,Outflow,Food,-5892.39
ACC01374,Danielle Williams,Fixed Deposit,Phoenix,Debit,1507.23,74199.57,EUR,2022-09-02,2022,9,September,2,Friday,Outflow,Transfer,-1507.23
ACC01375,Eugene Long,Savings,Phoenix,Credit,3167.81,75362.33,JPY,2024-07-24,2024,7,July,24,Wednesday,Inflow,Transfer,3167.81
ACC01376,Christina Long,Current,Phoenix,Debit,3380.76,63268.5,USD,2022-05-10,2022,5,May,10,Tuesday,Outflow,Shopping,-3380.76
ACC01377,Mary Krueger,Recurring Deposit,Phoenix,Debit,900.57,28062.9,EUR,2023-08-08,2023,8,August,8,Tuesday,Outflow,Salary,-900.57
ACC01378,Denise Brown,Recurring Deposit,Chicago,Debit,1959.96,99060.59,JPY,2023-09-01,2023,9,September,1,Friday,Outflow,Bills,-1959.96
ACC01379,Christopher Rodriguez,Fixed Deposit,Philadelphia,Debit,2842.6,62484.45,GBP,2024-11-08,2024,11,November,8,Friday,Outflow,Food,-2842.6
ACC01380,Amanda Richardson,Fixed Deposit,Phoenix,Debit,374.04,95081.81,JPY,2023-11-04,2023,11,November,4,Saturday,Outflow,Food,-287.72
ACC01381,Patrick Valdez,Recurring Deposit,Los Angeles,Credit,3636.15,87992.47,GBP,2023-05-19,2023,5,May,19,Friday,Inflow,Shopping,3636.15
ACC01382,Lisa Powell,Savings,Phoenix,Debit,4728.87,4169.2,INR,2024-01-19,2024,1,January,19,Friday,Outflow,Bills,-4728.87
ACC01383,Paul French,Fixed Deposit,Phoenix,Debit,3928.75,85490.34,INR,2023-06-26,2023,6,June,26,Monday,Outflow,Bills,-3928.75
ACC01384,Manuel Miller,Savings,Chicago,Credit,5520.03,41127.1,JPY,2024-09-25,2024,9,September,25,Wednesday,Inflow,Transfer,5520.03
ACC01385,Ashley Bradley,Fixed Deposit,New York,Debit,5928.9,57213.56,USD,2024-06-16,2024,6,June,16,Sunday,Outflow,Salary,-4560.69
ACC01386,Diana Foster,Fixed Deposit,Chicago,Credit,12209.74,98419.7,JPY,2022-01-03,2022,1,January,3,Monday,Inflow,Transfer,6104.87
ACC01387,Elizabeth Todd,Recurring Deposit,Phoenix,Debit,422.51,3423.46,EUR,2024-06-20,2024,6,June,20,Thursday,Outflow,Transfer,-422.51
ACC01388,Christopher Johnson,Fixed Deposit,Houston,Credit,2430.31,52239.32,EUR,2022-06-09,2022,6,June,9,Thursday,Inflow,Salary,2430.31
ACC01389,Vanessa Cook,Savings,Phoenix,Debit,1365.25,74443.46,USD,2024-06-13,2024,6,June,13,Thursday,Outflow,Shopping,-1365.25
ACC01390,Peter Garcia,Current,Phoenix,Debit,569.52,13674.38,INR,2024-04-07,2024,4,April,7,Sunday,Outflow,Food,-438.09
ACC01391,Brian Welch,Recurring Deposit,San Diego,Credit,2978.96,64858.18,INR,2022-03-08,2022,3,March,8,Tuesday,Inflow,Bills,2978.96
ACC01392,Danielle Brown,Current,Phoenix,Credit,12665.32,22481.62,INR,2023-08-03,2023,8,August,3,Thursday,Inflow,Bills,6332.66
ACC01393,Cassandra Blankenship,Current,Phoenix,Credit,2031.16,35165.33,USD,2022-08-29,2022,8,August,29,Monday,Inflow,Shopping,2031.16
ACC01394,Larry Gonzales,Fixed Deposit,Phoenix,Debit,4248.38,78009.61,USD,2024-11-06,2024,11,November,6,Wednesday,Outflow,Salary,-4248.38
ACC01395,Debra Washington,Fixed Deposit,Phoenix,Credit,7680.44,1725.82,EUR,2024-01-19,2024,1,January,19,Friday,Inflow,Transfer,7680.44
ACC01396,Anthony Powell,Fixed Deposit,Philadelphia,Debit,3527.56,98942.04,INR,2023-02-19,2023,2,February,19,Sunday,Outflow,Bills,-2713.51
ACC01397,Isaiah Diaz,Fixed Deposit,Los Angeles,Debit,6866.27,72410.65,EUR,2022-08-09,2022,8,August,9,Tuesday,Outflow,Shopping,-6866.27
ACC01398,Taylor Henderson,Recurring Deposit,Phoenix,Credit,8337.24,40836.16,EUR,2023-12-16,2023,12,December,16,Saturday,Inflow,Salary,6413.26
ACC01399,Nicholas Rodriguez,Savings,Los Angeles,Debit,5401.3,49384.85,USD,2023-12-02,2023,12,December,2,Saturday,Outflow,Food,-4154.85
ACC01400,Ian White III,Current,Los Angeles,Debit,1087.6,97243.77,USD,2024-05-13,2024,5,May,13,Monday,Outflow,Food,-1087.6
ACC01401,Jay Jones,Recurring Deposit,Phoenix,Credit,412.2,26291.23,GBP,2024-11-29,2024,11,November,29,Friday,Inflow,Salary,412.2
ACC01402,Kimberly Cameron,Current,Phoenix,Credit,1822.09,44060.71,INR,2023-11-21,2023,11,November,21,Tuesday,Inflow,Bills,1822.09
ACC01403,Nancy Brooks,Recurring Deposit,New York,Credit,2310.93,93225.68,USD,2022-07-11,2022,7,July,11,Monday,Inflow,Shopping,2310.93
ACC01404,Joseph Myers,Current,Phoenix,Debit,2711.94,57978.79,INR,2023-03-01,2023,3,March,1,Wednesday,Outflow,Transfer,-2711.94
ACC01405,Rachel Duffy,Fixed Deposit,Chicago,Debit,6619.12,84426.77,INR,2023-04-01,2023,4,April,1,Saturday,Outflow,Shopping,-5091.63
ACC01406,John Williams,Current,Phoenix,Debit,1753.63,4575.07,EUR,2024-03-21,2024,3,March,21,Thursday,Outflow,Bills,-1753.63
ACC01407,Brian Graham,Current,Phoenix,Debit,5187.17,2319.46,EUR,2024-06-11,2024,6,June,11,Tuesday,Outflow,Bills,-5187.17
ACC01408,Richard Hubbard,Recurring Deposit,Phoenix,Debit,9631.08,16868.95,GBP,2023-08-29,2023,8,August,29,Tuesday,Outflow,Food,-9631.08
ACC01409,Connie Pennington,Recurring Deposit,Phoenix,Debit,2896.05,63233.87,USD,2023-03-10,2023,3,March,10,Friday,Outflow,Food,-2896.05
ACC01410,Jose Jensen,Fixed Deposit,Chicago,Debit,3858.23,21099.47,USD,2024-01-18,2024,1,January,18,Thursday,Outflow,Transfer,-3858.23
ACC01411,Lisa Stephens,Fixed Deposit,Chicago,Credit,9240.53,23384.24,USD,2023-12-26,2023,12,December,26,Tuesday,Inflow,Food,9240.53
ACC01412,Jillian Green,Recurring Deposit,Los Angeles,Credit,5663.45,79852.8,EUR,2023-10-31,2023,10,October,31,Tuesday,Inflow,Food,5663.45
ACC01413,Victor Barry,Current,Chicago,Credit,2345.89,2651.7,GBP,2024-07-13,2024,7,July,13,Saturday,Inflow,Shopping,1804.53
ACC01414,Jeffery Aguilar,Savings,Phoenix,Credit,10141.19,63316.47,JPY,2022-03-21,2022,3,March,21,Monday,Inflow,Food,10141.19
ACC01415,Ashley Johnson,Savings,Phoenix,Debit,3793.38,63357.93,GBP,2023-01-06,2023,1,January,6,Friday,Outflow,Transfer,-3793.38
ACC01416,Charles Mann,Savings,San Diego,Debit,1987.89,5586.09,GBP,2024-05-14,2024,5,May,14,Tuesday,Outflow,Food,-1987.89
ACC01417,Michele Taylor,Recurring Deposit,Phoenix,Credit,1337.92,85808.48,EUR,2022-05-02,2022,5,May,2,Monday,Inflow,Bills,668.96
ACC01418,Rebekah Ortiz,Savings,Phoenix,Credit,2304.21,17939.92,USD,2024-04-13,2024,4,April,13,Saturday,Inflow,Shopping,1772.47
ACC01419,Douglas Gutierrez,Recurring Deposit,Philadelphia,Debit,3672.23,55381.55,USD,2024-12-03,2024,12,December,3,Tuesday,Outflow,Salary,-3672.23
ACC01420,Carol Johnson,Recurring Deposit,San Diego,Debit,1778.89,15178.85,INR,2022-09-17,2022,9,September,17,Saturday,Outflow,Bills,-1368.38
ACC01421,Erin Gomez,Recurring Deposit,Phoenix,Credit,2040.57,68891.05,INR,2024-03-17,2024,3,March,17,Sunday,Inflow,Shopping,1569.67
ACC01422,Valerie Garner,Fixed Deposit,Chicago,Debit,7940.75,92051.92,GBP,2024-03-27,2024,3,March,27,Wednesday,Outflow,Transfer,-7940.75
ACC01423,Linda Hall,Fixed Deposit,Phoenix,Credit,4991.19,78444.36,USD,2022-09-18,2022,9,September,18,Sunday,Inflow,Food,3839.38
ACC01424,Tiffany Kennedy,Savings,Phoenix,Credit,796.53,14982.05,INR,2023-07-11,2023,7,July,11,Tuesday,Inflow,Bills,796.53
ACC01425,Dan Rojas,Recurring Deposit,Phoenix,Debit,5350.46,87735.85,JPY,2024-12-19,2024,12,December,19,Thursday,Outflow,Transfer,-5350.46
ACC01426,Maria Brandt,Savings,Philadelphia,Debit,540.07,15755.32,USD,2023-07-02,2023,7,July,2,Sunday,Outflow,Bills,-415.44
ACC01427,Alexander Turner,Current,Phoenix,Credit,3672.03,71483.13,EUR,2024-07-25,2024,7,July,25,Thursday,Inflow,Bills,3672.03
ACC01428,Barbara Myers,Recurring Deposit,Phoenix,Debit,3337.32,48852.11,GBP,2024-10-30,2024,10,October,30,Wednesday,Outflow,Food,-3337.32
ACC01429,Jennifer Hughes,Current,Chicago,Debit,13364.92,70360.87,INR,2024-03-14,2024,3,March,14,Thursday,Outflow,Food,-13364.92
ACC01430,Christopher Woods,Current,Philadelphia,Debit,6660.48,10711.65,GBP,2022-04-13,2022,4,April,13,Wednesday,Outflow,Food,-6660.48
ACC01431,Andrew Kaufman,Current,Phoenix,Debit,3198.8,25576.58,EUR,2024-06-28,2024,6,June,28,Friday,Outflow,Transfer,-3198.8
ACC01432,Amber Hogan,Savings,Phoenix,Debit,5962.76,42102.39,GBP,2024-04-23,2024,4,April,23,Tuesday,Outflow,Transfer,-5962.76
ACC01433,Lauren Conway,Fixed Deposit,Phoenix,Debit,601.59,69448.44,JPY,2024-02-24,2024,2,February,24,Saturday,Outflow,Shopping,-462.76
ACC01434,Tiffany Sandoval,Current,Phoenix,Debit,4300.75,66288.32,EUR,2023-06-17,2023,6,June,17,Saturday,Outflow,Food,-3308.27
ACC01435,Tiffany Conway,Current,Phoenix,Credit,1916.12,5314.73,EUR,2023-05-16,2023,5,May,16,Tuesday,Inflow,Food,1916.12
ACC01436,Mary Wolf,Savings,Houston,Credit,3607.07,22070.66,JPY,2022-04-07,2022,4,April,7,Thursday,Inflow,Shopping,3607.07
ACC01437,Benjamin Ward,Current,San Antonio,Credit,790.94,34497.47,GBP,2024-04-01,2024,4,April,1,Monday,Inflow,Shopping,395.47
ACC01438,Kevin Terry,Recurring Deposit,Houston,Debit,5245.72,78654.94,GBP,2023-02-01,2023,2,February,1,Wednesday,Outflow,Bills,-5245.72
ACC01439,Timothy Smith,Recurring Deposit,Chicago,Credit,5952.93,45793.76,USD,2023-07-16,2023,7,July,16,Sunday,Inflow,Transfer,4579.18
ACC01440,Howard Russell,Current,Phoenix,Debit,6811.67,95122.26,GBP,2023-05-11,2023,5,May,11,Thursday,Outflow,Bills,-6811.67
ACC01441,Holly Davis,Current,Phoenix,Debit,2303.31,68984.0,INR,2022-09-14,2022,9,September,14,Wednesday,Outflow,Bills,-2303.31
ACC01442,Kristina Myers,Current,Phoenix,Credit,7004.79,73794.28,USD,2022-07-24,2022,7,July,24,Sunday,Inflow,Salary,5388.3
ACC01443,Sean Crawford,Recurring Deposit,San Diego,Debit,13932.53,57568.37,EUR,2023-05-14,2023,5,May,14,Sunday,Outflow,Bills,-10717.33
ACC01444,Angel English,Savings,Los Angeles,Debit,2598.47,92955.68,EUR,2022-07-11,2022,7,July,11,Monday,Outflow,Shopping,-2598.47
ACC01445,Joshua Warren,Savings,Phoenix,Debit,925.05,918.48,JPY,2022-07-12,2022,7,July,12,Tuesday,Outflow,Shopping,-925.05
ACC01446,Kaitlin King,Savings,San Diego,Credit,5156.14,40326.21,INR,2022-08-26,2022,8,August,26,Friday,Inflow,Food,5156.14
ACC01447,Bobby Green,Savings,San Diego,Debit,3140.48,98458.89,GBP,2022-08-13,2022,8,August,13,Saturday,Outflow,Bills,-2415.75
ACC01448,Scott Hopkins,Current,Los Angeles,Debit,1305.46,51512.76,INR,2024-02-12,2024,2,February,12,Monday,Outflow,Transfer,-1305.46
ACC01449,Emily Schneider,Current,Los Angeles,Debit,1556.49,36515.15,GBP,2024-08-22,2024,8,August,22,Thursday,Outflow,Bills,-1556.49
ACC01450,Charles Moore,Recurring Deposit,Phoenix,Debit,791.89,59433.97,INR,2023-09-11,2023,9,September,11,Monday,Outflow,Transfer,-791.89
ACC01451,Kevin Rivera,Current,Phoenix,Debit,1703.7,33954.39,GBP,2022-02-26,2022,2,February,26,Saturday,Outflow,Food,-1310.54
ACC01452,Arthur Beard,Recurring Deposit,Phoenix,Debit,5636.93,5693.85,USD,2023-06-04,2023,6,June,4,Sunday,Outflow,Salary,-4336.1
ACC01453,Madison Diaz,Recurring Deposit,Phoenix,Debit,4454.52,49761.06,INR,2024-05-22,2024,5,May,22,Wednesday,Outflow,Transfer,-4454.52
ACC01454,Richard Petersen,Savings,San Diego,Debit,1696.41,50522.46,GBP,2023-01-30,2023,1,January,30,Monday,Outflow,Bills,-1696.41
ACC01455,Jessica Owens,Current,Phoenix,Credit,12923.86,83687.35,GBP,2024-08-15,2024,8,August,15,Thursday,Inflow,Transfer,12923.86
ACC01456,Mark Miller,Current,Chicago,Debit,3551.93,82297.61,INR,2022-06-07,2022,6,June,7,Tuesday,Outflow,Bills,-3551.93
ACC01457,Anthony Mercado,Fixed Deposit,Philadelphia,Debit,5380.1,52476.72,GBP,2022-05-07,2022,5,May,7,Saturday,Outflow,Food,-4138.54
ACC01458,Daniel Kelly,Recurring Deposit,Phoenix,Debit,4796.12,59528.96,GBP,2024-09-10,2024,9,September,10,Tuesday,Outflow,Food,-4796.12
ACC01459,Jon Garner MD,Current,Chicago,Credit,1787.32,16791.63,USD,2022-08-25,2022,8,August,25,Thursday,Inflow,Bills,1787.32
ACC01460,Thomas Cohen,Fixed Deposit,Chicago,Debit,6191.62,78831.37,JPY,2022-11-29,2022,11,November,29,Tuesday,Outflow,Transfer,-6191.62
ACC01461,Jason Joseph,Recurring Deposit,Chicago,Debit,689.1,88575.68,EUR,2024-11-25,2024,11,November,25,Monday,Outflow,Food,-689.1
ACC01462,Richard Ramirez,Current,San Diego,Debit,1525.58,45398.5,USD,2023-09-17,2023,9,September,17,Sunday,Outflow,Bills,-1173.52
ACC01463,Ian Singh,Fixed Deposit,Los Angeles,Credit,1801.57,30105.07,USD,2024-06-28,2024,6,June,28,Friday,Inflow,Salary,1801.57
ACC01464,Joseph Simon,Recurring Deposit,Los Angeles,Debit,3860.13,60489.56,GBP,2022-04-28,2022,4,April,28,Thursday,Outflow,Food,-3860.13
ACC01465,Joel Blevins,Recurring Deposit,Los Angeles,Debit,1287.53,32489.44,EUR,2023-04-30,2023,4,April,30,Sunday,Outflow,Food,-990.41
ACC01466,Karl Weaver,Fixed Deposit,Phoenix,Credit,1083.23,70503.2,USD,2024-03-26,2024,3,March,26,Tuesday,Inflow,Shopping,1083.23
ACC01467,Mark King,Savings,Chicago,Debit,11112.5,41144.9,INR,2023-02-25,2023,2,February,25,Saturday,Outflow,Food,-8548.08
ACC01468,Gloria Mason,Fixed Deposit,Houston,Debit,7816.83,55589.36,INR,2024-03-20,2024,3,March,20,Wednesday,Outflow,Food,-7816.83
ACC01469,Amanda Edwards,Fixed Deposit,San Diego,Debit,949.74,6027.99,GBP,2023-02-15,2023,2,February,15,Wednesday,Outflow,Food,-949.74
ACC01470,Kendra Hernandez,Savings,Phoenix,Debit,1654.05,27073.17,USD,2022-11-18,2022,11,November,18,Friday,Outflow,Food,-1654.05
ACC01471,Jesse Roberts,Current,Phoenix,Debit,4078.42,37900.31,USD,2022-10-30,2022,10,October,30,Sunday,Outflow,Bills,-3137.25
ACC01472,Heidi Black,Fixed Deposit,Phoenix,Debit,5003.28,56236.57,EUR,2024-04-23,2024,4,April,23,Tuesday,Outflow,Bills,-5003.28
ACC01473,James Campbell,Fixed Deposit,Phoenix,Debit,2266.81,48359.7,USD,2023-06-08,2023,6,June,8,Thursday,Outflow,Bills,-2266.81
ACC01474,Tyler Davenport,Current,San Diego,Debit,2043.44,63709.08,USD,2023-03-27,2023,3,March,27,Monday,Outflow,Shopping,-2043.44
ACC01475,Jon Stafford,Fixed Deposit,Philadelphia,Credit,7174.08,56647.5,USD,2023-06-22,2023,6,June,22,Thursday,Inflow,Transfer,7174.08
ACC01476,Jessica Hickman,Savings,Phoenix,Debit,1793.33,95106.74,USD,2023-02-15,2023,2,February,15,Wednesday,Outflow,Transfer,-1793.33
ACC01477,Marcus Smith,Fixed Deposit,Phoenix,Debit,2582.03,85611.18,GBP,2022-04-19,2022,4,April,19,Tuesday,Outflow,Transfer,-2582.03
ACC01478,Diana Castro,Recurring Deposit,San Diego,Debit,6059.68,21893.9,EUR,2024-11-02,2024,11,November,2,Saturday,Outflow,Shopping,-4661.29
ACC01479,Glenn Warner,Fixed Deposit,Phoenix,Debit,6248.27,38062.1,USD,2024-01-28,2024,1,January,28,Sunday,Outflow,Transfer,-4806.36
ACC01480,Rachel Bates,Fixed Deposit,Phoenix,Debit,4457.04,46182.17,USD,2024-04-03,2024,4,April,3,Wednesday,Outflow,Salary,-4457.04
ACC01481,Megan Fisher,Current,Phoenix,Debit,4268.62,95158.42,GBP,2023-03-29,2023,3,March,29,Wednesday,Outflow,Shopping,-4268.62
ACC01482,Melissa Proctor,Fixed Deposit,Phoenix,Credit,3875.99,44066.49,JPY,2022-06-20,2022,6,June,20,Monday,Inflow,Food,3875.99
ACC01483,Michael Yoder,Savings,Phoenix,Debit,2714.11,97822.51,INR,2024-02-01,2024,2,February,1,Thursday,Outflow,Bills,-2714.11
ACC01484,Paul Mathis,Recurring Deposit,Philadelphia,Credit,12366.3,86630.69,INR,2022-12-05,2022,12,December,5,Monday,Inflow,Food,6183.15
ACC01485,Stacey Nelson,Fixed Deposit,San Diego,Credit,4983.36,49073.9,JPY,2022-02-28,2022,2,February,28,Monday,Inflow,Food,4983.36
ACC01486,Dr. Valerie Howard MD,Fixed Deposit,Houston,Debit,1996.19,48659.27,JPY,2023-05-22,2023,5,May,22,Monday,Outflow,Shopping,-1996.19
ACC01487,Rebecca Edwards,Current,San Diego,Debit,2628.83,99669.15,GBP,2023-04-25,2023,4,April,25,Tuesday,Outflow,Bills,-2628.83
ACC01488,Taylor Cooper,Fixed Deposit,Phoenix,Debit,1072.82,43580.39,EUR,2023-10-31,2023,10,October,31,Tuesday,Outflow,Transfer,-1072.82
ACC01489,Kristi Rogers,Recurring Deposit,Chicago,Debit,2230.47,50472.62,GBP,2024-08-02,2024,8,August,2,Friday,Outflow,Bills,-2230.47
ACC01490,Douglas Padilla,Current,Phoenix,Debit,1574.22,75535.83,GBP,2024-10-20,2024,10,October,20,Sunday,Outflow,Bills,-1210.94
ACC01491,Patricia Mccarthy,Fixed Deposit,Phoenix,Credit,6302.97,215.51,INR,2023-03-24,2023,3,March,24,Friday,Inflow,Shopping,6302.97
ACC01492,Gregory Mccann,Savings,Phoenix,Debit,19180.17,4594.06,EUR,2024-06-01,2024,6,June,1,Saturday,Outflow,Bills,-14753.98
ACC01493,Nicole Acosta,Recurring Deposit,Phoenix,Credit,2237.78,62962.9,EUR,2022-08-01,2022,8,August,1,Monday,Inflow,Shopping,1118.89
ACC01494,Maria Wang,Savings,Phoenix,Credit,3704.39,64134.59,GBP,2022-04-09,2022,4,April,9,Saturday,Inflow,Transfer,2849.53
ACC01495,Julie Peters,Savings,Los Angeles,Debit,2497.13,20162.48,EUR,2023-10-20,2023,10,October,20,Friday,Outflow,Shopping,-2497.13
ACC01496,Charles Clark,Recurring Deposit,Phoenix,Debit,448.49,3384.83,USD,2024-12-08,2024,12,December,8,Sunday,Outflow,Shopping,-344.99
ACC01497,Kimberly Thomas,Recurring Deposit,New York,Debit,1859.01,9303.1,JPY,2022-06-24,2022,6,June,24,Friday,Outflow,Shopping,-1859.01
ACC01498,Raven Garcia,Recurring Deposit,Houston,Debit,10437.44,14368.87,EUR,2024-06-19,2024,6,June,19,Wednesday,Outflow,Salary,-10437.44
ACC01499,Tammy Mitchell,Savings,Phoenix,Debit,3668.11,52094.94,USD,2024-03-15,2024,3,March,15,Friday,Outflow,Transfer,-3668.11
ACC01500,Sheila Thomas,Current,Chicago,Debit,2886.18,13200.49,EUR,2023-05-04,2023,5,May,4,Thursday,Outflow,Shopping,-2886.18
ACC01501,Patricia Ortiz,Savings,Los Angeles,Debit,1596.24,41125.98,EUR,2024-10-26,2024,10,October,26,Saturday,Outflow,Shopping,-1227.88
ACC01502,Alexander Park,Savings,Phoenix,Debit,7432.39,19622.06,USD,2023-07-08,2023,7,July,8,Saturday,Outflow,Bills,-5717.22
ACC01503,Kevin Mccoy,Recurring Deposit,Phoenix,Credit,2157.02,18440.39,EUR,2023-06-12,2023,6,June,12,Monday,Inflow,Transfer,2157.02
ACC01504,Tammy Harris,Recurring Deposit,Phoenix,Credit,1761.25,7309.0,USD,2023-12-29,2023,12,December,29,Friday,Inflow,Shopping,1761.25
ACC01505,Matthew Gonzalez,Fixed Deposit,Los Angeles,Debit,5320.73,61027.05,USD,2022-03-14,2022,3,March,14,Monday,Outflow,Food,-5320.73
ACC01506,Curtis Dominguez,Savings,Chicago,Debit,2867.42,5105.08,USD,2022-03-08,2022,3,March,8,Tuesday,Outflow,Shopping,-2867.42
ACC01507,Anthony Henson,Current,Phoenix,Debit,1403.27,40739.6,EUR,2023-08-16,2023,8,August,16,Wednesday,Outflow,Bills,-1403.27
ACC01508,Christina Johnson,Current,Phoenix,Debit,5632.03,64053.09,JPY,2022-01-27,2022,1,January,27,Thursday,Outflow,Shopping,-5632.03
ACC01509,Timothy Patton,Current,Phoenix,Debit,4644.55,81439.94,USD,2023-07-30,2023,7,July,30,Sunday,Outflow,Food,-3572.73
ACC01510,Jeffrey Harris,Fixed Deposit,Phoenix,Debit,5678.74,31740.84,INR,2023-03-10,2023,3,March,10,Friday,Outflow,Food,-5678.74
ACC01511,Jason Henderson,Savings,Phoenix,Debit,2981.91,2631.33,INR,2022-02-25,2022,2,February,25,Friday,Outflow,Bills,-2981.91
ACC01512,Wendy Silva,Recurring Deposit,Phoenix,Debit,20152.37,54805.97,USD,2022-09-24,2022,9,September,24,Saturday,Outflow,Transfer,-15501.82
ACC01513,Eric Flores,Current,Chicago,Debit,661.27,44560.56,INR,2024-02-08,2024,2,February,8,Thursday,Outflow,Transfer,-661.27
ACC01514,Kelly Stephenson,Recurring Deposit,Phoenix,Credit,28720.38,2390.92,INR,2023-07-03,2023,7,July,3,Monday,Inflow,Bills,14360.19
ACC01515,Melissa Hendricks,Recurring Deposit,Phoenix,Credit,2003.85,53524.13,EUR,2022-04-11,2022,4,April,11,Monday,Inflow,Salary,2003.85
ACC01516,Stanley Turner,Current,Chicago,Credit,912.41,2274.68,INR,2023-10-07,2023,10,October,7,Saturday,Inflow,Food,701.85
ACC01517,Joy Landry,Current,Phoenix,Debit,3827.95,57125.13,EUR,2023-04-13,2023,4,April,13,Thursday,Outflow,Bills,-3827.95
ACC01518,Connie Rubio,Fixed Deposit,Phoenix,Debit,9291.0,56215.85,INR,2022-01-23,2022,1,January,23,Sunday,Outflow,Food,-7146.92
ACC01519,Jean Oliver,Current,San Diego,Credit,4427.52,52438.16,USD,2023-11-28,2023,11,November,28,Tuesday,Inflow,Bills,4427.52
ACC01520,Monica Little,Current,Phoenix,Debit,545.2,99000.82,GBP,2022-11-23,2022,11,November,23,Wednesday,Outflow,Transfer,-545.2
ACC01521,Michelle Bishop,Current,Chicago,Credit,619.71,12465.09,USD,2023-07-31,2023,7,July,31,Monday,Inflow,Transfer,619.71
ACC01522,Jessica Goodwin,Current,Phoenix,Debit,769.62,58454.95,JPY,2024-07-09,2024,7,July,9,Tuesday,Outflow,Shopping,-769.62
ACC01523,Leah Ayala,Fixed Deposit,Phoenix,Debit,2405.88,44513.86,USD,2023-10-21,2023,10,October,21,Saturday,Outflow,Salary,-1850.68
ACC01524,Julie Benson MD,Fixed Deposit,Phoenix,Credit,901.63,3907.46,JPY,2023-06-21,2023,6,June,21,Wednesday,Inflow,Transfer,901.63
ACC01525,Daniel Anderson,Fixed Deposit,San Diego,Debit,3400.5,67630.94,GBP,2023-01-15,2023,1,January,15,Sunday,Outflow,Food,-2615.77
ACC01526,Alan Gordon,Savings,Houston,Credit,440.69,81621.58,JPY,2024-04-29,2024,4,April,29,Monday,Inflow,Salary,440.69
ACC01527,Kathleen Mitchell,Current,Phoenix,Credit,2757.76,42310.98,JPY,2022-05-06,2022,5,May,6,Friday,Inflow,Food,2757.76
ACC01528,Nicole Sherman,Recurring Deposit,Los Angeles,Credit,5532.64,5793.0,USD,2023-03-18,2023,3,March,18,Saturday,Inflow,Transfer,4255.88
ACC01529,Carlos Davis,Current,San Diego,Debit,7135.6,69381.75,EUR,2024-04-08,2024,4,April,8,Monday,Outflow,Food,-7135.6
ACC01530,Michael Rios,Recurring Deposit,Philadelphia,Debit,4910.28,76057.32,JPY,2022-02-13,2022,2,February,13,Sunday,Outflow,Food,-3777.14
ACC01531,Steven Harding,Fixed Deposit,Phoenix,Credit,8201.8,74748.05,USD,2023-10-23,2023,10,October,23,Monday,Inflow,Bills,8201.8
ACC01532,Melissa Calderon,Current,San Diego,Debit,3782.24,32220.01,GBP,2022-07-18,2022,7,July,18,Monday,Outflow,Food,-3782.24
ACC01533,Julia Baxter,Current,Phoenix,Debit,1360.12,14284.65,INR,2023-10-15,2023,10,October,15,Sunday,Outflow,Food,-1046.25
ACC01534,Emma Monroe,Savings,Phoenix,Credit,4805.66,40574.75,INR,2022-11-04,2022,11,November,4,Friday,Inflow,Bills,2402.83
ACC01535,Edward Ramirez,Recurring Deposit,Phoenix,Debit,1768.82,21663.79,USD,2023-04-19,2023,4,April,19,Wednesday,Outflow,Salary,-1768.82
ACC01536,Michael Erickson,Fixed Deposit,Phoenix,Credit,3398.22,75711.76,INR,2022-08-24,2022,8,August,24,Wednesday,Inflow,Food,3398.22
